,sim_id,drawdown_integral,annualized_return,worst_annual_4wk,dollar_ret_1p,dollar_ret_6p,dollar_ret_13p,dollar_ret_26p,avg_eps_1q,avg_eps_2q,avg_eps_4q,avg_eps_8q,threshold,beta,mom_decay,qual_decay,macro_weights_0,macro_weights_1,macro_weights_2,macro_weights_3,rank
81,4423795763,-35543.72450588242,0.2153954007300922,-0.0265514964635639,-1.8798623114244133,0.1167479865768762,1.5668958510389088,1.3093008785027458,0.8543138211340893,0.8848217122427755,1.1206925660569067,1.7662105293214667,-0.2322546317195456,12.687997795792452,0.3097678115806009,-0.7802585630579312,-0.1198801110918989,0.5242024247666618,-0.1305802132447193,0.99896971243822,0
