,sim_id,f1_2008,f2_2020,f3_2022,f4_terminal,f5_annual_worst,dollar_ret_1p,dollar_ret_6p,dollar_ret_13p,dollar_ret_26p,avg_eps_1q,avg_eps_2q,avg_eps_4q,avg_eps_8q,threshold,beta,mom_decay,qual_decay,macro_weights_0,macro_weights_1,macro_weights_2,macro_weights_3,drawdown,rank
0,6209568779,11943.821900000388,34831.78139999992,6225.250600000261,831310.5950999992,-0.0355657024728183,-1.926186038162796,1.070537047952534,1.895169026204626,1.9597016997243693,0.842595233694101,0.818780932394602,1.525040893430086,-0.8053726279877904,-0.1055991708786256,13.193607743887178,-0.0704072809341564,0.9392163881943402,-0.7672263286120213,0.6734870031384806,0.0369751922142298,-0.8776246027041441,53000.85390000057,0
1,7764754133,1077416.4029000064,100608.87479999982,0.0,1460805.6569999985,-0.0321386259805508,-1.0098101603477607,0.41148120926561,-0.9686574559077196,1.646515813136317,1.6013838640364768,0.3402736105462217,1.192455567413356,1.8668525740338309,-0.005242107362073,12.72786972878513,0.3940512724216075,-0.6801245611773694,-0.820537267491764,0.6057370834306437,0.1880228666179459,0.9580712488835654,1178025.2777000063,0
2,4895155830,1078035.662000005,79899.38380000013,10466.370799999915,1276142.3208,-0.0310987695337872,-0.7800217312765955,0.5264000182367448,1.015323659858416,1.6387130912132513,1.6013838640364768,0.7384018578158161,-0.5666041245251372,1.7581647285409017,-0.0043580689824543,12.729370510823276,0.2594001853762856,-0.6801245611773694,-0.8185152154589008,0.5580439825915045,0.0299404434423449,0.9656531389161432,1168401.416600005,0
3,5661455493,1060184.153900002,41784.46720000013,0.0,1188635.3680999991,-0.0279700950513764,-1.51614384976648,0.4661042987501103,1.3733571993324585,1.7214294778690171,1.5910963319987643,0.4389605908664888,1.6580053404761006,-0.9620766362658324,-0.112986902336224,14.588245384633394,0.9701840543783607,0.9842113317166864,-0.8202940458956148,0.3426833190045049,-0.0953134809478198,0.7484092933705474,1101968.621100002,0
4,9615205960,916036.4390999996,36793.47199999989,106218.82590000075,1887544.0815000008,-0.0361176335815217,-1.4340676989687893,0.6070719346146823,-1.1398217761360303,1.8434746982355223,1.4989267463977365,0.7066018084354209,0.0050069281525395,1.8739446053464337,-0.0267269408288215,14.592927292805449,0.3542899554051841,-0.8892833836006645,0.1006385871775911,0.6397043633599262,0.1236373433594976,0.9986657987072016,1059048.7370000002,0
5,8286737040,1022929.7315000052,28773.41069999977,0.0,958790.583,-0.0207748338395906,-1.201258497861781,0.0263252335758031,1.8645424636199728,1.833342022765928,1.8626526530952985,0.2880430342448984,-0.3402917095578129,-1.671525300739682,-0.1894385922147814,10.607095977312916,0.8566942681998773,0.3240763094684596,-0.8722655089754935,0.6697611199562642,-0.0900222518521173,0.9920623394056288,1051703.142200005,0
6,5070505620,954227.8081000004,81281.50510000048,2342.597300000023,1433910.9433000004,-0.032956424587493,-0.9083214692954138,1.116244124665817,-1.0835628164439464,1.8457763790748252,1.5995270256930667,0.3402736105462217,1.192455567413356,1.8668525740338309,-0.005242107362073,12.72786972878513,0.3940512724216075,-0.6801245611773694,-0.820537267491764,0.6057370834306437,0.1855840017688867,0.9580712488835654,1037851.9105000009,0
7,9158393382,933218.3292000042,72629.82199999981,0.0,947487.3738,-0.0206123184172896,-1.463640720419186,0.7278006517199722,-1.2575705088934075,1.955072452138909,0.5807488930371137,0.7046922800468653,-1.9255209303900112,0.2816850648375418,-0.1038544044979275,14.539772182162494,0.9208363820132568,0.9777712176994016,-0.8203764096361298,0.6676534026985683,0.0371531575157427,0.9466151892911554,1005848.151200004,0
8,2944096531,802189.3547999972,54287.78859999997,65646.1704000003,1513290.2424,-0.0344316652908352,-1.8526826435988808,0.5795787147122836,1.094311696280539,0.5350977760208049,1.4768931711126292,1.6234182717474572,-0.0910332180627585,1.974050731908588,-0.0210169600306196,13.373184760219072,0.3794400438511138,-0.8011351674576839,0.1006385871775911,0.6952320256578186,0.2056746381160199,0.8955396098785303,922123.3137999974,0
9,4992414001,810088.7427000046,90779.80749999976,6868.693499999819,1382296.6159999997,-0.0317512317028925,-0.8145156709998617,0.6002348993070559,-0.9686574559077196,1.646515813136317,1.6013838640364768,0.3402736105462217,1.192455567413356,1.8684474367773896,-0.005242107362073,12.72786972878513,0.3940512724216075,-0.6801245611773694,-0.820537267491764,0.6058855662717755,0.1880228666179459,0.958211694956485,907737.2437000042,0
