worst_annual_return,drawdown_integral,annualized_return,worst_annual_4wk,dollar_ret_1p,dollar_ret_6p,dollar_ret_13p,dollar_ret_26p,avg_eps_1q,avg_eps_2q,avg_eps_4q,avg_eps_8q,threshold,beta,mom_decay,qual_decay,macro_weights_0,macro_weights_1,macro_weights_2,macro_weights_3,parent_id
-0.11320582304151115,31496.178454508816,0.14000043894229205,-0.02508050167619707,-1.8751837690897926,0.08303308330509344,-1.0864105893160607,1.2500817992212117,1.6284160058432888,0.8681936732232779,1.8217125415241469,-1.0504689974440395,-0.11450007977435898,14.514457013776147,0.9594808749958527,0.9258804487552442,-0.8277452869213278,0.3646927244878629,-0.08643100396104857,0.7219501442279086,4017873739.0
