dollar_ret_1p,dollar_ret_6p,dollar_ret_13p,dollar_ret_26p,avg_eps_1q,avg_eps_2q,avg_eps_4q,avg_eps_8q
0.5300374031884774,0.37879786887023886,0.15324419681401172,0.021888593089208586,0.008143804799062238,0.002304931765783126,0.016046541266476935,0.13711419907691688
0.5254147618249445,0.2672212047271755,0.06714630531335972,0.003960516160594343,0.0006320885834050544,0.00021233998763531343,0.002082578588410205,0.035317901188166925
0.5311845707400373,0.37678045907836233,0.1508354957632079,0.0211283864268574,0.007715590225361718,0.002192003281351615,0.015376136287375384,0.13338700616969745
0.5306719442558708,0.28756712069572266,0.07896827799996042,0.005492852246071531,0.0010265010071305114,0.00033399283735875934,0.0030729438768015613,0.04586103426463906
0.5357071048179041,0.3133304255536022,0.09575090619596731,0.008122869965039407,0.0018356244600837444,0.0005747190065820514,0.004896220140297402,0.06265070375981815
0.5380997035915259,0.34469871847013267,0.11964166498366696,0.012857413634309341,0.003643468854263675,0.0010896499142955063,0.008470182596129753,0.09023158908611215
0.513282798882597,0.22923688819202462,0.04801959723953759,0.002020235338108218,0.0002333423872197004,8.369137120900008e-05,0.0009356570741474333,0.020617832887545352
0.5298622879286935,0.2841649101238717,0.07690878645319418,0.005207226676602206,0.0009483247529433645,0.00031017349075288046,0.0028837777613800247,0.043947105415684966
0.5326315511226476,0.3738007980825149,0.14742596899514562,0.020086295572425295,0.007143046487759785,0.0020402705811975513,0.014466326998104344,0.12821934790851752
0.5207765935047923,0.2516402337037771,0.05885661074829061,0.0030387911750811175,0.00042696279705851427,0.00014717963849407374,0.0015199351345658411,0.028578140336606345
0.5195142275497556,0.24765947152043177,0.05683953724352706,0.002833291178028733,0.0003849213676750067,0.0001335941418700635,0.0013985568730878434,0.027022145747288374
0.5276470664493892,0.2754100983986027,0.07176386539127148,0.004528261234986273,0.0007708920293144155,0.00025560601854659657,0.0024422383385936577,0.03930757468528714
0.4776405389000181,0.1478726480067265,0.018544891022751028,0.00030091290579256803,1.3965683296400473e-05,6.024482549354218e-06,9.743091971565999e-05,0.004492676736577939
0.501302807029458,0.19807838694139004,0.034954566758746926,0.0010695256158992793,9.108250555335727e-05,3.4747051829295695e-05,0.000439486841602195,0.012395269439656412
0.5369516736902972,0.3226948894704453,0.10242991835842481,0.00932450785336626,0.002254318100088392,0.0006962282530463131,0.005771470251098148,0.06992144002212394
0.533832737782502,0.3024236076091397,0.08837826415623293,0.006900235560757753,0.0014402589059072162,0.0004582441193841896,0.004031544805558749,0.05501421714603337
0.5377948215319805,0.35113407128254487,0.1251719354483711,0.014135288572237153,0.004200169196967692,0.00124413578040584,0.009487061107073879,0.09725541670466815
0.3865485538054376,0.3573309790549857,0.20726168735756348,0.057802073577539,0.04079856116199865,0.010143116450502287,0.05448619353704892,0.2771857175112349
0.04728084463666913,0.06421808009824559,0.06383418858339189,0.04841188193676299,0.08901031917444001,0.018229896684400018,0.066455944347315,0.1556995481764469
0.05989514970129481,0.0787610088010509,0.07482277803886685,0.05216701833109805,0.08849514547337019,0.01842224320633864,0.06938259959399085,0.17350857620716748
0.033607671208280954,0.047777390066805786,0.050623844324120294,0.04322795727413164,0.08903249106820503,0.01782016531485264,0.062044039342787856,0.1325961768436528
0.08253965954489996,0.10373147955331628,0.09248956320279483,0.057320299699205796,0.08687309519155702,0.01850198729897099,0.07293676105128451,0.19982827021394747
0.08076881102663239,0.10182394821397073,0.09118717680717779,0.0569745872553873,0.08702375557339981,0.01850489444667422,0.07271870255895722,0.19797912762426897
0.0924134330469108,0.1142422970723193,0.09953838176163503,0.05910177188868741,0.08597492462607063,0.01846332452404224,0.07400277926935767,0.20959385754111795
0.03611327595965092,0.05085283702940527,0.053168928015545784,0.04429091688172752,0.08908573128594643,0.01791656689716973,0.06298106729772485,0.13720651164860867
0.01660512625515899,0.02587312209089514,0.031169745273435984,0.03378171893954933,0.08740798729236396,0.01670524571000367,0.05302959275233966,0.09421138875646007
0.010004995178040934,0.016631057491001057,0.021935075602783995,0.02812794943896338,0.0854901157413126,0.015814795071022642,0.04703496490363168,0.07334822377071275
0.02847768868355861,0.041376359829875094,0.04519953178124422,0.04084592460120518,0.08881359428866517,0.01758228045344883,0.0598864604605076,0.12248694280306148
0.015073857492037327,0.023780496713935808,0.029150844576982596,0.032629714283174016,0.08707501155925639,0.016537887709671385,0.05184596510266145,0.08983365662014714
0.010677967171815333,0.017603418433240293,0.02295006461924208,0.02880295322813147,0.08575727973210577,0.015930502918895896,0.047775846959019895,0.07575660039467634
0.03889062394731616,0.05422659006715877,0.05591930063290749,0.04540337296994341,0.08911071877173594,0.018010807703775285,0.06394426549802255,0.14209954796414556
0.2386554466359993,0.2511661537032093,0.1746875212926252,0.06825374043109715,0.06652264336068986,0.015492523138158625,0.07302799757319044,0.2860738338053103
0.1415377264520817,0.16382603246103378,0.1301766192748016,0.06513763565859555,0.08044305837358127,0.017857677869772125,0.07648208777751772,0.2473338173554768
0.09819301380132292,0.12030136483957185,0.10350744824481882,0.06003944876319131,0.08540818817744698,0.01842481972743144,0.07451996673787963,0.21491450516918165
0.3223464347689655,0.3158055106692298,0.19869656856848678,0.06444857487296887,0.05256441492454934,0.012691360327241866,0.06429878736727002,0.2909686935333971
0.221249794552203,0.23646749247480753,0.16805465289337163,0.06834897550368614,0.06922178958686313,0.01599634718136422,0.07424013394875933,0.28192193222462897
0.22575090144424892,0.24030810851089687,0.1698235936788522,0.06834872788921592,0.06853112340684397,0.015868916125441182,0.0739482703407942,0.2831025603276686
0.13869268991144076,0.16106417608255236,0.12857531295523653,0.06489134481628944,0.08080032366653535,0.01790716188805526,0.07643917778755134,0.24555499164912403
0.017030975118647887,0.026450458031145877,0.03172045801200509,0.03408899595886359,0.08749190375786606,0.01674871250556201,0.05334214541277628,0.09538999956405558
0.008306625347254477,0.01413774071818697,0.019273147942762133,0.026278940651723506,0.08470234416706185,0.01548382442773987,0.044968228946431744,0.06686750819369536
