date,ADC,ADM,APH,APO,APP,ARES,AZO,BKNG,BRK-B,BTAL,BTE,BX,CASY,COST,CTA,CVX,CWST,CYA,DBMF,DECK,DOW,EGP,EXEL,FANG,FICO,FMF,FR,GILD,IVOL,KKR,KLAC,KMLM,LLY,LMT,MCK,MELI,META,MPC,MPWR,MSFT,NNN,O,ORLY,PFIX,PGR,PLD,PSA,REXR,RSBT,RSG,SCHD,SCHG,STAG,SVXY,TMUS,TRI,TRNO,TSLA,UNH,VOO,VRT,VRTX,WM,WMT,WPC,XLG,XME,XOM,GIC,sim_id,total_value
2024-12-02 00:00:00,0.0,548324.3724,0.0,0.0,0.0,548127.6255,0.0,548357.2716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548223.4023000001,548335.13,548290.3148,0.0,0.0,0.0,548346.0800000001,0.0,0.0,0.0,0.0,547656.0578,0.0,0.0,0.0,0.0,0.0,548012.0864,548075.1432,0.0,0.0,0.0,0.0,548249.2848,0.0,0.0,548343.2208,0.0,548230.032,27.7376,0.0,457150.50159999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548319.1713,0.0,0.0,0.0,0.0,2834966.1018999983,8828409087,10967033.533999998
