sim_id,f1_2008,f2_2020,f1_2022,f4_terminal,f5_worst_annual,crash,boom,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,rank
1123944000.0,0.0,0.0,144094.0092999977,1194996.4806000008,-0.0185054357648193,0.1118958167638395,0.2399436602192997,0.5304858640753063,0.4748198340325082,0.4704702574294527,0.127089215287535,0.4738739504312924,-1.6175896183430318,-0.8110589073132283,0.5540369296591855,0.0261311917816933,-0.0305444119669368,0.2173756036389435,0.1558017060786303,1.0329386921114834,3.8032721123866766,-1.5425620203453452,-0.0120851637441709,0.0164193876785816,0.0
