sim_id,f1_2008,f2_2020,f3_2022,f4_terminal,f5_annual_worst,dollar_ret_1p,dollar_ret_6p,dollar_ret_13p,dollar_ret_26p,avg_eps_1q,avg_eps_2q,avg_eps_4q,avg_eps_8q
9063379113,412013.75528764725,47696.92213344574,0.0,1438892.2500715256,-0.02156164876783251,0.602983704,0.850872049,0.78017047,0.597338294,0.043591325000000014,0.019593531000000004,0.071712788,0.234766492
1742599975,335861.9027466774,47706.72305011749,0.0,1453975.80434227,-0.0214881812443799,0.60883221,0.844865711,0.804850488,0.599530433,0.04187021900000002,0.014472788000000002,0.077788209,0.234909618
3045709168,440474.65863084793,56463.781019210815,0.0,1393520.5878129005,-0.02162586361261165,0.604712236,0.843912461,0.785381181,0.598170775,0.06562864700000001,0.0,0.079219682,0.24606508299999996
5031474078,309083.92434072495,47401.151381492615,0.0,1398914.9470767975,-0.021538962923756122,0.612656875,0.840573642,0.781666984,0.594156646,0.043531792000000014,2.7900000000002576e-05,0.065598211,0.30905965199999996
3991462214,389430.7102999687,47617.65577793121,0.0,1370707.125837803,-0.02157460173919523,0.626088524,0.833075653,0.771954299,0.596165723,0.06424125600000001,0.0,0.07553181600000002,0.24420537699999997
1582681231,429266.4766817093,47772.3461265564,0.0,1428805.3651652336,-0.021588750045720695,0.60241575,0.849716194,0.786888529,0.59949721,0.03797221800000002,0.04033682200000002,0.06642781699999997,0.24220235600000004
59934941,379564.4569225311,47295.68298149109,0.0,1479555.4599719048,-0.02142124342016971,0.680428327,0.817742782,0.798295317,0.615085402,0.021961210000000037,0.002012708999999996,0.07955743800000002,0.010451759000000088
3190353948,286473.1641149521,47504.681153297424,0.0,1385038.7343063354,-0.021567427562697028,0.609618473,0.853735143,0.794464641,0.597034313,0.03437346000000004,0.0,0.10411225099999999,0.23522781899999995
9435298418,402515.2954850197,44974.30930900574,0.0,1410901.5011382103,-0.02185437148991143,0.630783533,0.850648814,0.804978291,0.5980364,0.06467953200000001,3.1099999999999184e-05,0.080446051,0.259225045
7232981924,379863.5663905144,47710.15709400177,0.0,1411173.9869947433,-0.021553887859654952,0.615181225,0.841027117,0.783809556,0.596472137,0.03591209900000004,0.004308352999999997,0.085929991,0.25042959899999995
331096884,338525.8097143173,48015.409417152405,0.0,1441805.0394129753,-0.02159302429850052,0.605981414,0.853300137,0.776391917,0.591491093,0.03852261700000003,0.016784498000000002,0.066333604,0.21661492600000004
4540693051,307416.9816365242,46984.32099723816,0.0,1455255.7082805634,-0.02136503729628847,0.664243871,0.820941346,0.813157192,0.594598532,0.024611584000000047,0.008898794999999998,0.07722979700000002,0.04234043600000009
9481763790,377516.3379211426,47009.38254356384,0.0,1367134.9370894432,-0.02126014027951617,0.658292252,0.818554711,0.801983542,0.59186893,0.023040379000000062,0.0077859719999999995,0.07388611000000002,0.031923818000000076
3122445958,566676.6143398285,46963.32099723816,0.0,1415169.4631114006,-0.021468283001063848,0.605640157,0.854091597,0.777089266,0.592889215,0.067659817,0.012413483,0.074805499,0.18213849200000004
7899308870,385860.49922943115,47337.015135765076,0.0,1404466.5090527534,-0.021521247589930126,0.600859841,0.850217563,0.784171496,0.59629532,0.006728115000000048,0.006277559000000001,0.080371686,0.28282554399999993
1747035268,350192.86900901794,47276.720724105835,0.0,1384618.331682682,-0.021794439183680847,0.608928327,0.855034443,0.787507618,0.59284291,0.060824340000000005,0.010252971000000001,0.073244247,0.193962217
3026571406,356406.09008693695,47921.8156785965,0.0,1404102.1039538383,-0.021477388820200116,0.614385888,0.854462764,0.808375085,0.602622865,0.06546684200000001,0.0,0.07976324600000001,0.26189314099999994
1424985720,447779.1411604881,46963.32099723816,0.0,1424918.4621472359,-0.021476259575197276,0.606590677,0.854614066,0.778302261,0.592996235,0.07233487,0.008001644,0.075760978,0.187082441
622772888,355667.33226299286,47600.304549217224,0.0,1428334.6433758736,-0.021365346699681487,0.598173139,0.845575161,0.785876512,0.600809469,0.050676934000000014,0.003467096999999999,0.075807065,0.27217801899999994
7988694383,387750.87647914886,47715.22079372406,0.0,1423487.160905838,-0.021690137344436478,0.612763029,0.840211623,0.781054308,0.594009426,0.025732874000000037,0.006156053000000005,0.059470734000000004,0.319334664
5572388614,346827.3553853035,47706.72305011749,0.0,1424775.1712641716,-0.0218534591825853,0.607775167,0.845401626,0.804956821,0.599598032,0.04144905700000001,0.014480913000000002,0.07751779,0.23491358499999998
4902868596,369322.68403720856,47297.720724105835,0.0,1418977.2720661163,-0.02160720412506223,0.64321357,0.834809213,0.813281082,0.589114192,0.021779132000000048,0.0009032599999999995,0.07138150900000002,0.0373186360000001
64553,469600.9556994438,47744.529938697815,0.0,1408237.8490514755,-0.021562886321218167,0.609864068,0.848000572,0.780688671,0.597172317,0.04219471600000003,0.018773297000000005,0.070069173,0.223620291
